HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"3827.13.00.00","2","Containing carbon tetrachloride","[""kg""]","6.5%","Free 
(A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P,PA, PE, S, SG)","114.5%","",""
"3827.14.00.00","2","Containing 1,1,1-trichloroethane (methyl chloroform)","[""kg""]","6.5%","Free 
(A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P,PA, PE, S, SG)","114.5%","",""
"3827.20.00.00","1","Containing bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) or dibromotetrafluoroethanes (Halon-2402)","[""kg""]","3.7%","Free  (A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"","1","Containing hydrochlorofluorocarbons (HCFCs), whether or not containing perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs):","","","","","",""
"3827.31.00.00","2","Containing substances of subheadings 2903.41 to 2903.48","[""kg""]","3.7%","Free  (A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"3827.32.00.00","2","Other, containing substances of subheadings 2903.71 to 2903.75","[""kg""]","3.7%","Free  (A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"3827.39.00.00","2","Other","[""kg""]","3.7%","Free  (A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"3827.40.00.00","1","Containing methyl bromide (bromomethane) or bromochloromethane","[""kg""]","3.7%","Free 
(A+, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA,OM, P, PA, PE, S, SG)","25%","",""
"","1","Containing trifluoromethane (HFC-23) or perfluorocarbons (PFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs):","","","","","",""
"3827.51.00.00","2","Containing trifluoromethane (HFC-23)","[""kg""]","3.7%","Free 
(A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"3827.59.00.00","2","Other","[""kg""]","3.7%","Free 
(A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"","1","Containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs):","","","","","",""
"3827.61.00.00","2","Containing 15 percent or more by mass of 1,1,1-trifluoroethane (HFC-143a)","[""kg""]","3.7%","Free 
(A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"3827.62.00.00","2","Other, not included in the subheading above, containing 55 percent or more by mass of pentafluoroethane (HFC- 125) but not containing unsaturated fluorinated derivatives of acyclic hydrocarbons (HFOs)","[""kg""]","3.7%","Free  (A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"3827.63.00.00","2","Other, not included in the subheadings above, containing 40 percent or more by mass of pentafluoroethane (HFC-125)","[""kg""]","3.7%","Free 
(A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"3827.64.00.00","2","Other, not included in the subheadings above, containing 30 percent or more by mass of 1,1,1,2-tetrafluoroethane (HFC-134a) but not containing unsaturated fluorinated derivatives of acyclic hydrocarbons (HFOs)","[""kg""]","3.7%","Free 
(A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"3827.65.00.00","2","Other, not included in the subheadings above, containing 20 percent or more by mass of difluoromethane (HFC-32) and 20 percent or more by mass of pentafluoroethane (HFC-125)","[""kg""]","3.7%","Free 
(A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"3827.68.00.00","2","Other, not included in the subheadings above, containing substances of subheadings 2903.41 to 2903.48","[""kg""]","3.7%","Free 
(A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"3827.69.00.00","2","Other","[""kg""]","3.7%","Free 
(A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"3827.90","1","Other:","","","","","",""
"3827.90.10.00","2","Chlorinated but not otherwise halogenated","[""kg""]","6.5%","Free 
(A, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM, P,PA, PE, S, SG)","114.5%","",""
"3827.90.90.00","2","Other","[""kg""]","3.7%","Free 
(A+, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM,P, PA, PE, S, SG)","25%","",""
"","2","I. PRIMARY FORMS","","","","","",""
"3901","0","Polymers of ethylene, in primary forms:","","","","","",""
"3901.10","1","Polyethylene having a specific gravity of less than 0.94:","","","","","",""
"3901.10.10.00","2","Having a relative viscosity of 1.44 or more","[""kg""]","6.5%","Free (AU,BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","43%","",""
"3901.10.50","2","Other","","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","43%","",""
"3901.10.50.10","3","Linear low density polyethylene","[""kg""]","","","","",""
"3901.10.50.20","3","Low density polyethylene, except linear low density polyethylene","[""kg""]","","","","",""
"3901.10.50.30","3","Medium density polyethylene","[""kg""]","","","","",""
"3901.20","1","Polyethylene having a specific gravity of 0.94 or more:","","","","","",""
"3901.20.10.00","2","Having a relative viscosity of 1.44 or more","[""kg""]","6.5%","Free (AU,BH,CL,CO,E,IL, JO,KR,MA, OM,P, PA,PE,S,SG)","43%","",""
"3901.20.50.00","2","Other","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","43%","",""
"3901.30","1","Ethylene-vinyl acetate copolymers:","","","","","",""
"3901.30.20.00","2","Vinyl acetate-vinyl chloride-ethylene terpolymers, containing by weight less than 50 percent derivatives of vinyl acetate, except those polymerized from aromatic or modified aromatic monomers","[""kg""]","Free","","43.5%","",""
"3901.30.60.00","2","Other","[""kg""]","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","43.5%","",""
"3901.40.00.00","1","Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94","[""kg""]","6.5%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","43%","",""
"3901.90","1","Other:","","","","","",""
"3901.90.10.00","2","Elastomeric","[""kg""]","Free","","20%","",""
"","2","Other:","","","","","",""
"3901.90.55.01","3","Ethylene copolymers","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","43%","",""
"3901.90.90.00","3","Other","[""kg""]","6.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","2.2¢/kg +33.5%","",""
"3902","0","Polymers of propylene or of other olefins, in primary forms:","","","","","",""
"3902.10.00.00","1","Polypropylene","[""kg""]","6.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33.5%","",""
"3902.20","1","Polyisobutylene:","","","","","",""
"3902.20.10.00","2","Elastomeric","[""kg""]","Free","","20%","",""
"3902.20.50.00","2","Other","[""kg""]","6.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","2.2¢/kg + 33.5%","",""
"3902.30.00.00","1","Propylene copolymers","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","2.2¢/kg + 33.5%","",""
"3902.90.00","1","Other","","6.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","2.2¢/kg + 33.5%","",""
"3902.90.00.10","2","Polybutylene","[""kg""]","","","","",""
"3902.90.00.50","2","Other","[""kg""]","","","","",""
"3903","0","Polymers of styrene, in primary forms:","","","","","",""
"","1","Polystyrene:","","","","","",""
"3903.11.00.00","2","Expandable","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 46%","",""
"3903.19.00.00","2","Other","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 46%","",""
"3903.20.00.00","1","Styrene-acrylonitrile (SAN) copolymers","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 45.5%","",""
"3903.30.00.00","1","Acrylonitrile-butadiene-styrene (ABS) copolymers","[""kg""]","6.5%","Free (A,AU,BH,CL,D,E,IL,J,JO,KR,MA,OM,P,PE,S,SG)","15.4¢/kg + 47%","",""
"3903.90","1","Other:","","","","","",""
"3903.90.10.00","2","Methyl methacrylate-butadiene-styrene (MBS) copolymers","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 67.5%","",""
"3903.90.50.00","2","Other","[""kg""]","6.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 46%","",""
"3904","0","Polymers of vinyl chloride or of other halogenated olefins, in primary forms:","","","","","",""
"3904.10.00.00","1","Poly(vinyl chloride), not mixed with any other substances","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","43.5%","",""
"","1","Other poly(vinyl chloride):","","","","","",""
"3904.21.00.00","2","Nonplasticized","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","43.5%","",""
"3904.22.00.00","2","Plasticized","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","43.5%","",""
"3904.30","1","Vinyl chloride-vinyl acetate copolymers:","","","","","",""
"3904.30.20.00","2","Vinyl acetate-vinyl chloride-ethylene terpolymers, containing by weight less than 50 percent derivatives of vinyl acetate, except those polymerized from aromatic or modified aromatic monomers","[""kg""]","Free","","43.5%","",""
"3904.30.60.00","2","Other","[""kg""]","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","43.5%","",""
"3904.40.00.00","1","Other vinyl chloride copolymers","[""kg""]","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","43.5%","",""
"3904.50.00.00","1","Vinylidene chloride polymers","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","2.2¢/kg + 33.5%","",""
"","1","Fluoropolymers:","","","","","",""
"3904.61.00","2","Polytetrafluoroethylene (PTFE)","","5.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","34.1%","",""
"3904.61.00.10","3","Granular, whether or not filled or compounded (see statistical note 1 to this chapter)","[""kg""]","","","","",""
"3904.61.00.90","3","Other","[""kg""]","","","","",""
"3904.69","2","Other:","","","","","",""
"3904.69.10.00","3","Elastomeric","[""kg""]","Free","","20%","",""
"3904.69.50.00","3","Other","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","2.2¢/kg + 33.5%","",""
"3904.90","1","Other:","","","","","",""
"3904.90.10.00","2","Elastomeric","[""kg""]","Free","","20%","",""
"3904.90.50.00","2","Other","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","2.2¢/kg + 33.5%","",""
"3905","0","Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers in primary forms:","","","","","",""
"","1","Poly(vinyl acetate):","","","","","",""
"3905.12.00.00","2","In aqueous dispersion","[""kg""]","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","37.5%","",""
"3905.19.00.00","2","Other","[""kg""]","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","37.5%","",""
"","1","Vinyl acetate copolymers:","","","","","",""
"3905.21.00.00","2","In aqueous dispersion","[""kg""]","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","37.5%","",""
"3905.29.00.00","2","Other","[""kg""]","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","37.5%","",""
"3905.30.00.00","1","Poly(vinyl alcohol), whether or not containing unhydrolyzed acetate groups","[""kg""]","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","37.5%","",""
"","1","Other:","","","","","",""
"3905.91","2","Copolymers:","","","","","",""
"3905.91.10.00","3","Containing by weight 50 percent or more of derivatives of vinyl acetate","[""kg""]","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","37.5%","",""
"3905.91.50.00","3","Other","[""kg""]","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","43.5%","",""
"3905.99","2","Other:","","","","","",""
"3905.99.30.00","3","Polyvinyl carbazole (including adjuvants)","[""kg""]","Free","","43.5%","",""
"3905.99.80.00","3","Other","[""kg""]","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","43.5%","",""
"3906","0","Acrylic polymers in primary forms:","","","","","",""
"3906.10.00.00","1","Poly(methyl methacrylate)","[""kg""]","6.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","37%","",""
"3906.90","1","Other:","","","","","",""
"3906.90.10.00","2","Elastomeric","[""kg""]","Free","","20%","",""
"","2","Other:","","","","","",""
"3906.90.20.00","3","Plastics","[""kg""]","6.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","37%","",""
"3906.90.50.00","3","Other","[""kg""]","4.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3907","0","Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms:","","","","","",""
"3907.10.00.00","1","Polyacetals","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","2.2¢/kg + 33.5%","",""
"","1","Other polyethers:","","","","","",""
"3907.21.00.00","2","Bis(polyoxyethylene) methylphosphonate","[""kg""]","6.5%","Free  (A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P,PA, PE, S, SG)","2.2¢/kg + 33.5%","",""
"3907.29.00.00","2","Other","[""kg""]","6.5%","Free(A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P,PA, PE, S, SG)","2.2¢/kg + 33.5%","",""
"3907.30.00.00","1","Epoxide resins","[""kg""]","6.1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 47%","",""
"3907.40.00.00","1","Polycarbonates","[""kg""]","5.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 45%","",""
"3907.50.00.00","1","Alkyd resins","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 45%","",""
"","1","Poly(ethylene terephthalate):","","","","","",""
"3907.61.00","2","Having a viscosity number of 78 ml/g or higher","","6.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 45%","",""
"3907.61.00.10","4","Having a viscosity number of 78 ml/g or more but not more than 88 ml/g","[""kg""]","","","","",""
"3907.61.00.50","4","Other","[""kg""]","","","","",""
"3907.69.00","2","Other","","6.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 45%","",""
"3907.69.00.10","4","Having a viscosity number of 70 ml/g or more but less than 78 ml/g","[""kg""]","","","","",""
"3907.69.00.50","4","Other","[""kg""]","","","","",""
"3907.70.00.00","1","Poly(lactic acid)","[""kg""]","6.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 45%","",""
"","1","Other polyesters:","","","","","",""
"3907.91","2","Unsaturated:","","","","","",""
"","3","Allyl resins:","","","","","",""
"3907.91.20.00","4","Allyl resins, uncompounded","[""kg""]","Free","","15.4¢/kg + 45%","",""
"3907.91.40.00","4","Other","[""kg""]","5.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 45%","",""
"3907.91.50.00","3","Other","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 45%","",""
"3907.99","2","Other:","","","","","",""
"3907.99.20.00","3","Thermoplastic liquid crystal aromatic polyester copolymers","[""kg""]","Free","","15.4¢/kg + 45%","",""
"3907.99.50","3","Other","","6.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 45%","",""
"3907.99.50.10","4","Polybutylene terephthalate","[""kg""]","","","","",""
"3907.99.50.50","4","Other","[""kg""]","","","","",""
"3908","0","Polyamides in primary forms:","","","","","",""
"3908.10.00.00","1","Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","[""kg""]","6.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 51.5%","",""
"3908.90","1","Other:","","","","","",""
"3908.90.20.00","2","Bis(4-amino-3-methylcyclohexyl)methane- isophthalic acid-laurolactam copolymer","[""kg""]","Free","","2.2¢/kg + 33.5%","",""
"3908.90.70.00","2","Other","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","2.2¢/kg + 33.5%","",""
"3909","0","Amino-resins, phenolic resins and polyurethanes, in primary forms:","","","","","",""
"3909.10.00.00","1","Urea resins; thiourea resins","[""kg""]","6.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","41.5%","",""
"3909.20.00.00","1","Melamine resins","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","41.5%","",""
"","1","Other amino-resins:","","","","","",""
"3909.31.00.00","2","Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","41.5%","",""
"3909.39.00.00","2","Other","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","41.5%","",""
"3909.40.00.00","1","Phenolic resins","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 48%","",""
"3909.50","1","Polyurethanes:","","","","","",""
"3909.50.10.00","2","Elastomeric","[""kg""]","Free","","20%","",""
"3909.50.20.00","2","Cements","[""kg""]","2.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"3909.50.50.00","2","Other","[""kg""]","6.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 51.5%","",""
"3910.00.00.00","0","Silicones in primary forms","[""kg""]","3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3911","0","Petroleum resins, coumarone-indene resins, polyterpenes, polysulfides, polysulfones and other products specified in note 3 to this chapter, not elsewhere specified or included, in primary forms:","","","","","",""
"3911.10.00.00","1","Petroleum resins, coumarone, indene or coumarone-indene resins; polyterpenes","[""kg""]","6.1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 49%","",""
"3911.20.00.00","1","Poly(1,3-phenylene methylphosphonate)","[""kg""]","6.5%","Free 
(A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P,PA, PE, S, SG)","2.2¢/kg  +  33.5%","",""
"3911.90","1","Other:","","","","","",""
"3911.90.10.00","2","Elastomeric","[""kg""]","Free","","20%","",""
"","2","Other:","","","","","",""
"","3","Containing monomer units which are aromatic or modified aromatic, or which are obtained, derived or manufactured in whole or in part therefrom:","","","","","",""
"","4","Thermoplastic:","","","","","",""
"3911.90.15.00","5","Poly(nitrilomethanetetraarylnitrilo- [2,4,6-tris-(1-methyethyl)-1,3- phenylene]]-2,6-bis(1-methylethyl)- phenyl]-ω-[[[2,6-bis(1-methylethyl)- phenyl]amino]methylene]amino carbodiimide or 2,4-diisocyanate-1,3,5-tris(1-methyl- ethyl) homopolymer with polyethylene","[""kg""]","Free","","15.4¢/kg + 49%","",""
"3911.90.25.00","5","Other","[""kg""]","6.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 49%","",""
"","4","Thermosetting:","","","","","",""
"3911.90.35.00","5","1,1'-Bis(methylenedi-4,1-phenylene)- 1H-pyrrole-2,5-dione, copolymer with 4,4'-methylenebis(benzeneamine); and Hydrocarbon novolac cyanate ester","[""kg""]","Free","","15.4¢/kg + 45%","",""
"3911.90.45.00","5","Other","[""kg""]","5.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg + 45%","",""
"","3","Other:","","","","","",""
"3911.90.70.00","4","Chlorinated synthetic rubber","[""kg""]","Free","","2.2¢/kg + 33.5%","",""
"3911.90.91","4","Other","","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","2.2¢/kg + 33.5%","",""
"3911.90.91.10","5","Thermoplastic","[""kg""]","","","","",""
"3911.90.91.50","5","Thermosetting","[""kg""]","","","","",""
"3912","0","Cellulose and its chemical derivatives, not elsewhere specified or included, in primary forms:","","","","","",""
"","1","Cellulose acetates:","","","","","",""
"3912.11.00.00","2","Nonplasticized","[""kg""]","5.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","73.5%","",""
"3912.12.00.00","2","Plasticized","[""kg""]","5.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","73.5%","",""
"3912.20.00.00","1","Cellulose nitrates (including collodions)","[""kg""]","5.2%","Free (A,AU,BH,CL,CO,D,E, IL,JO,K,KR, MA,OM,P, PA,PE,S,SG)","34.5%","",""
"","1","Cellulose ethers:","","","","","",""
"3912.31.00","2","Carboxymethylcellulose and its salts","","6.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","66%","",""
"3912.31.00.10","3","Containing not less than 90 percent by weight of carboxymethylcellulose","[""kg""]","","","","",""
"3912.31.00.90","3","Other","[""kg""]","","","","",""
"3912.39.00.00","2","Other","[""kg""]","4.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","33.5%","",""
"3912.90.00","1","Other","","5.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","34.5%","",""
"3912.90.00.10","2","α-Cellulose in granular, microcrystalline or powdered forms","[""kg""]","","","","",""
"3912.90.00.90","2","Other","[""kg""]","","","","",""
"3913","0","Natural polymers (for example, alginic acid) and modified natural polymers (for example, hardened proteins, chemical derivatives of natural rubber), not elsewhere specified or included, in primary forms:","","","","","",""
"3913.10.00.00","1","Alginic acid, its salts and esters","[""kg""]","4.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3913.90","1","Other:","","","","","",""
"3913.90.10.00","2","Chemical derivatives of natural rubber","[""kg""]","Free","","20%","",""
"3913.90.20","2","Polysaccharides and their derivatives","","5.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"3913.90.20.15","3","Xanthan gum","[""kg""]","","","","",""
"3913.90.20.90","3","Other","[""kg""]","","","","",""
"3913.90.50.00","2","Other","[""kg""]","6.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","2.2¢/kg + 33.5%","",""
"3914.00","0","Ion-exchangers based on polymers of headings 3901 to 3913, in primary forms:","","","","","",""
"3914.00.20.00","1","Cross-linked polyvinylbenzyltrimethylammonium chloride (Cholestyramine resin USP)","[""kg""]","Free","","35%","",""
"3914.00.60.00","1","Other","[""kg""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","1","II. WASTE, PARINGS AND SCRAP; SEMIMANUFACTURES; ARTICLES:","","","","","",""
"3915","0","Waste, parings and scrap, of plastics:","","","","","",""
"3915.10.00.00","1","Of polymers of ethylene","[""kg""]","Free","","10%","",""
"3915.20.00.00","1","Of polymers of styrene","[""kg""]","Free","","10%","",""
"3915.30.00.00","1","Of polymers of vinyl chloride","[""kg""]","Free","","10%","",""
"3915.90.00","1","Of other plastics","","Free","","10%","",""
"3915.90.00.10","2","Of polyethylene terephthalate (PET) plastics","[""kg""]","","","","",""
"3915.90.00.90","2","Other","[""kg""]","","","","",""
"3916","0","Monofilament of which any cross-sectional dimension exceeds 1 mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked, of plastics:","","","","","",""
"3916.10.00.00","1","Of polymers of ethylene","[""kg""]","5.8%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"3916.20.00","1","Of polymers of vinyl chloride","","5.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"3916.20.00.10","2","Siding for house or building exterior","[""kg""]","","","","",""
"3916.20.00.20","2","Window, door, decking or railing profiles","[""m"",""kg""]","","","","",""
"3916.20.00.91","2","Other","[""kg""]","","","","",""
"3916.90","1","Of other plastics:","","","","","",""
"3916.90.10.00","2","Of acrylic polymers","[""kg""]","6.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40.6%","",""
"","2","Other:","","","","","",""
"3916.90.20.00","3","Racket strings","[""m""]","3.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","3","Other:","","","","","",""
