HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"8711.60.00.90","2","Other","[""No.""]","","","","",""
"8711.90.01.00","1","Other","[""No.""]","Free","","10%","",""
"8712.00","0","Bicycles and other cycles (including delivery tricycles), not motorized:","","","","","",""
"8712.00.15","1","Bicycles having both wheels not exceeding <il>63.5 cm</il> in diameter","","11%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 5.5% (JP)","30%","",""
"8712.00.15.10","2","Having both wheels not exceeding <il>50 cm</il> in diameter","[""No.""]","","","","",""
"8712.00.15.20","2","Having both wheels exceeding <il>50 cm</il> but not exceeding <il>55 cm</il> in diameter","[""No.""]","","","","",""
"8712.00.15.50","2","Having both wheels exceeding <il>55 cm</il> but not exceeding <il>63.5 cm</il> in diameter","[""No.""]","","","","",""
"","1","Bicycles having both wheels exceeding <il>63.5 cm</il> in diameter:","","","","","",""
"8712.00.25.00","2","If weighing less than <il>16.3 kg</il> complete without accessories and not designed for use with tires having a cross-sectional diameter exceeding <il>4.13 cm</il>","[""No.""]","5.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)2.75% (JP)","30%","",""
"8712.00.35.00","2","Other","[""No.""]","11%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 5.5% (JP)","30%","",""
"8712.00.44.00","1","Bicycles having a front wheel exceeding <il>55 cm</il> but not exceeding <il>63.5 cm</il> in diameter and a rear wheel exceeding <il>63.5 cm</il> in diameter, weighing less than <il>16.3 kg</il> complete without accessories and not designed for use with tires having a cross-sectional diameter exceeding <il>4.13 cm</il>, valued $200 or more each","[""No.""]","5.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)2.75% (JP)","30%","",""
"8712.00.48.00","1","Other bicycles","[""No.""]","11%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 5.5% (JP)","30%","",""
"8712.00.50.00","1","Other cycles","[""No.""]","3.7% <u></u>","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8713","0","Carriages for disabled persons, whether or not motorized or otherwise mechanically propelled:","","","","","",""
"8713.10.00.00","1","Not mechanically propelled","[""No.""]","Free","","40%","",""
"8713.90.00","1","Other","","Free","","10%","",""
"8713.90.00.30","2","Three-wheeled","[""No.""]","","","","",""
"8713.90.00.60","2","Other","[""No.""]","","","","",""
"8714","0","Parts and accessories of vehicles of headings 8711 to 8713:","","","","","",""
"8714.10.00","1","Of motorcycles (including mopeds)","","Free","","25%","",""
"8714.10.00.10","2","Saddles and seats","[""kg""]","","","","",""
"8714.10.00.20","2","Wheels","[""kg""]","","","","",""
"8714.10.00.50","2","Other","[""kg""]","","","","",""
"8714.20.00.00","1","Of carriages for disabled persons","[""kg""]","Free","","40%","",""
"","1","Other:","","","","","",""
"8714.91","2","Frames and forks, and parts thereof:","","","","","",""
"","3","Frames:","","","","","",""
"8714.91.20.00","4","Valued over $600 each","[""No.""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"8714.91.30.00","4","Other","[""No.""]","3.9%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"8714.91.50.00","3","Sets of steel tubing cut to exact length and each set having the number of tubes needed for the assembly (with other parts) into the frame and fork of one bicycle","[""kg""]","6% <u></u>","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)3% (JP)","30%","",""
"8714.91.90.00","3","Other","[""kg""]","Free","","30%","",""
"8714.92","2","Wheel rims and spokes:","","","","","",""
"8714.92.10.00","3","Wheel rims","[""kg""]","5% <u></u>","Free (A+,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"8714.92.50.00","3","Spokes","[""kg""]","10%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 5% (JP)","30%","",""
"8714.93","2","Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels:","","","","","",""
"","3","Hubs:","","","","","",""
"8714.93.05.00","4","Aluminum alloy hubs with a hollow axle and lever-operated quick release mechanism","[""No.""]","Free","","30%","",""
"","4","Other:","","","","","",""
"8714.93.15.00","5","Three speed","[""No.""]","Free","","30%","",""
"","5","Variable speed (except three speed) with internal gear changing mechanisms:","","","","","",""
"8714.93.24.00","6","Two speed","[""No.""]","Free","","30%","",""
"8714.93.28.00","6","Other","[""No.""]","3%","Free (A+,AU,BH,CL, CO,D,E,IL,JO,JP,KR, MA,OM,P,PA, PE,S,SG)","30%","",""
"8714.93.35.00","5","Other","[""No.""]","10%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 5% (JP)","30%","",""
"8714.93.70","3","Free-wheel sprocket-wheels","","Free","","30%","",""
"8714.93.70.30","4","Multiple free-wheel sprockets","[""No.""]","","","","",""
"8714.93.70.60","4","Other","[""kg""]","","","","",""
"8714.94","2","Brakes, including coaster braking hubs and hub brakes, and parts thereof:","","","","","",""
"8714.94.30","3","Drum brakes, caliper and cantilever bicycle brakes, and coaster brakes; parts thereof (including cable or inner wire therefor, fitted with fittings)","","Free","","30%","",""
"8714.94.30.20","4","Caliper and cantilever bicycle brakes","[""No.""]","","","","",""
"","4","Coaster brakes:","","","","","",""
"8714.94.30.40","5","Designed for single-speed bicycles","[""No.""]","","","","",""
"","5","Other:","","","","","",""
"8714.94.30.50","6","Designed for three-speed bicycles","[""No.""]","","","","",""
"8714.94.30.60","6","Other","[""No.""]","","","","",""
"8714.94.30.80","4","Other","[""kg""]","","","","",""
"8714.94.90.00","3","Other","[""kg""]","10% <u></u>","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 5% (JP)","30%","",""
"8714.95.00.00","2","Saddles","[""No.""]","8%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 4% (JP)","30%","",""
"8714.96","2","Pedals and crank-gear, and parts thereof:","","","","","",""
"8714.96.10.00","3","Pedals and parts thereof","[""kg""]","8%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 4% (JP)","30%","",""
"8714.96.50.00","3","Cotterless-type crank sets and parts thereof","[""kg""]","Free","","30%","",""
"8714.96.90.00","3","Other crank-gear and parts thereof","[""kg""]","10%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 5% (JP)","30%","",""
"8714.99","2","Other:","","","","","",""
"8714.99.10.00","3","Click twist grips and click stick levers","[""kg""]","Free","","30%","",""
"8714.99.50.00","3","Derailleurs and parts thereof","[""kg""]","Free","","30%","",""
"8714.99.60.00","3","Trigger and twist grip controls for three speed hubs, and parts thereof; bicycle handlebar stems wholly of aluminum alloy (including their hardware of any material), valued over $2.15 each; and bicycle handlebar stem rotor assemblies","[""kg""]","Free","","30%","",""
"8714.99.80.00","3","Other","[""kg""]","10%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 5% (JP)","30%","",""
"8715.00.00","0","Baby carriages (including strollers) and parts thereof","","4.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8715.00.00.20","1","Baby carriages (including strollers)","[""No.""]","","","","",""
"8715.00.00.40","1","Parts","[""kg""]","","","","",""
"8716","0","Trailers and semi-trailers; other vehicles, not mechanically propelled; and parts thereof:","","","","","",""
"8716.10.00","1","Trailers and semi-trailers for housing or camping","","Free","","45%","",""
"8716.10.00.30","2","Less than 10.6 m in length","[""No.""]","","","","",""
"8716.10.00.75","2","10.6 m or more in length","[""No.""]","","","","",""
"8716.20.00.00","1","Self-loading or self-unloading trailers and semi-trailers for agricultural purposes","[""No.""]","Free","","45%","",""
"","1","Other trailers and semi-trailers for the transport of goods:","","","","","",""
"8716.31.00.00","2","Tanker trailers and tanker semi-trailers","[""No.""]","Free","","45%","",""
"8716.39.00","2","Other","","Free","","45%","",""
"8716.39.00.10","3","Agricultural","[""No.""]","","","","",""
"8716.39.00.20","3","For use with the vehicles of heading 8709","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"8716.39.00.30","4","For use with the vehicles of heading 8703","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"8716.39.00.40","5","Van type","[""No.""]","","","","",""
"8716.39.00.50","5","Platform type","[""No.""]","","","","",""
"8716.39.00.90","5","Other","[""No.""]","","","","",""
"8716.40.00.00","1","Other trailers and semi-trailers","[""No.""]","Free","","45%","",""
"8716.80","1","Other vehicles:","","","","","",""
"8716.80.10.00","2","Farm wagons and carts","[""No.""]","Free","","Free","",""
"8716.80.50","2","Other","","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8716.80.50.10","3","Industrial hand trucks","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"8716.80.50.20","4","Portable luggage carts","[""No.""]","","","","",""
"8716.80.50.90","4","Other","[""No.""]","","","","",""
"8716.90","1","Parts:","","","","","",""
"8716.90.10","2","Parts of farm wagons and carts:","","Free","","Free","",""
"8716.90.10.10","3","Road wheels","[""kg""]","","","","",""
"8716.90.10.20","3","Wheel and tire assemblies","[""kg""]","","","","",""
"8716.90.10.90","3","Other","[""kg""]","","","","",""
"8716.90.30.00","2","Castors, other than those of heading 8302","[""kg""]","5.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8716.90.50","2","Other","","3.1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8716.90.50.10","3","Axles and parts thereof","[""kg""]","","","","",""
"","3","Wheels:","","","","","",""
"8716.90.50.35","4","Steel wheels measuring 30 to <il>42 cm</il> in diameter, whether or not assembled","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","Wheels:","","","","","",""
"","6","Having a diameter of at least 57 cm but not more than 63 cm:","","","","","",""
"8716.90.50.46","7","Of aluminum","[""kg""]","","","","",""
"8716.90.50.47","7","Of steel","[""kg""]","","","","",""
"8716.90.50.48","6","Other wheels","[""kg""]","","","","",""
"","5","Wheels with tires:","","","","","",""
"8716.90.50.56","6","Wheels with tires for off-the-highway use","[""kg""]","","","","",""
"8716.90.50.59","6","Wheels with other tires","[""kg""]","","","","",""
"8716.90.50.60","3","Other","[""kg""]","","","","",""
"8801.00.00","0","Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft","","Free","","50%","",""
"","1","Gliders and hang gliders:","","","","","",""
"8801.00.00.10","2","Hang gliders","[""No.""]","","","","",""
"8801.00.00.20","2","Gliders","[""No.""]","","","","",""
"8801.00.00.50","1","Other","[""No.""]","","","","",""
"8802","0","Other aircraft (for example, helicopters, airplanes, except unmanned aircraft of heading 8806); spacecraft (including satellites) and suborbital and spacecraft launch vehicles:","","","","","",""
"","1","Helicopters:","","","","","",""
"8802.11.01","2","Of an unladen weight not exceeding 2,000 kg","","Free","","30%","",""
"","3","New:","","","","","",""
"8802.11.01.15","4","Military","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"8802.11.01.30","5","Of an unladen weight not exceeding 998 kg","[""No.""]","","","","",""
"8802.11.01.45","5","Of an unladen weight exceeding 998 but not exceeding 2,000 kg","[""No.""]","","","","",""
"","3","Used or rebuilt:","","","","","",""
"8802.11.01.60","4","Military","[""No.""]","","","","",""
"8802.11.01.90","4","Other","[""No.""]","","","","",""
"8802.12.01","2","Of an unladen weight exceeding 2,000 kg","","Free","","30%","",""
"","3","New:","","","","","",""
"8802.12.01.20","4","Military","[""No.""]","","","","",""
"8802.12.01.40","4","Other","[""No.""]","","","","",""
"","3","Used or rebuilt:","","","","","",""
"8802.12.01.60","4","Military","[""No.""]","","","","",""
"8802.12.01.80","4","Other","[""No.""]","","","","",""
"8802.20.01","1","Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","","Free","","30%","",""
"8802.20.01.15","2","Of an unladen weight not exceeding 450 kg","[""No.""]","","","","",""
"","2","Other:","","","","","",""
"","3","New:","","","","","",""
"","4","Military aircraft:","","","","","",""
"8802.20.01.20","5","Airplanes","[""No.""]","","","","",""
"8802.20.01.30","5","Other aircraft","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"8802.20.01.40","5","Single engine airplanes","[""No.""]","","","","",""
"8802.20.01.50","5","Multiple engine airplanes","[""No.""]","","","","",""
"8802.20.01.60","5","Other aircraft","[""No.""]","","","","",""
"","3","Used or rebuilt:","","","","","",""
"8802.20.01.70","4","Military aircraft","[""No.""]","","","","",""
"8802.20.01.80","4","Other aircraft","[""No.""]","","","","",""
"8802.30.01","1","Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","","Free","","30%","",""
"","2","New:","","","","","",""
"","3","Military aircraft:","","","","","",""
"8802.30.01.10","4","Fighters","[""No.""]","","","","",""
"8802.30.01.20","4","Other","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"","4","Multiple engine airplanes:","","","","","",""
"8802.30.01.30","5","Of an unladen weight exceeding 2,000 but not exceeding 4,536 kg","[""No.""]","","","","",""
"","5","Of an unladen weight exceeding 4,536 but not exceeding 15,000 kg:","","","","","",""
"8802.30.01.40","6","Turbofan powered","[""No.""]","","","","",""
"8802.30.01.50","6","Other","[""No.""]","","","","",""
"8802.30.01.60","4","Other","[""No.""]","","","","",""
"","2","Used or rebuilt:","","","","","",""
"8802.30.01.70","3","Military aircraft","[""No.""]","","","","",""
"8802.30.01.80","3","Other aircraft","[""No.""]","","","","",""
"8802.40.01","1","Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","","Free","","30%","",""
"","2","New:","","","","","",""
"","3","Military aircraft:","","","","","",""
"8802.40.01.15","4","Fighters","[""No.""]","","","","",""
"8802.40.01.20","4","Cargo transports","[""No.""]","","","","",""
"8802.40.01.30","4","Other","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"8802.40.01.40","4","Passenger transports","[""No.""]","","","","",""
"8802.40.01.60","4","Cargo transports","[""No.""]","","","","",""
"8802.40.01.70","4","Other (including passenger/cargo combinations)","[""No.""]","","","","",""
"","2","Used or rebuilt:","","","","","",""
"8802.40.01.80","3","Military aircraft","[""No.""]","","","","",""
"8802.40.01.90","3","Other aircraft","[""No.""]","","","","",""
"8802.60","1","Spacecraft (including satellites) and suborbital and spacecraft launch vehicles:","","","","","",""
"8802.60.30.00","2","Communications satellites","[""No.""]","Free","","Free","",""
"8802.60.90","2","Other","","Free","","27.5%","",""
"8802.60.90.20","3","Military","[""No.""]","","","","",""
"8802.60.90.40","3","Other","[""No.""]","","","","",""
"8804.00.00.00","0","Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto","[""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"8805","0","Aircraft launching gear; deck-arrestor or similar gear; ground flying trainers; parts of the foregoing articles:","","","","","",""
"8805.10.00.00","1","Aircraft launching gear and parts thereof; deck- arrestors or similar gear and parts thereof","[""kg""]","Free","","35%","",""
"","1","Ground flying trainers and parts thereof:","","","","","",""
"8805.21.00.00","2","Air combat simulators and parts thereof","[""kg""]","Free","","35%","",""
"8805.29.00.00","2","Other","[""kg""]","Free","","35%","",""
"8806","0","Unmanned aircraft:","","","","","",""
"8806.10.00.00","1","Designed for the carriage of passengers","[""No.""]","Free","","30%","",""
"","1","Other, for remote-controlled flight only:","","","","","",""
"8806.21.00.00","2","With maximum take-off weight not more than 250 g","[""No.""]","Free","","30%","",""
"8806.22.00.00","2","With maximum take-off weight more than 250 g but not more than 7 kg","[""No.""]","Free","","30%","",""
"8806.23.00.00","2","With maximum take-off weight more than 7 kg but not more than 25 kg","[""No.""]","Free","","30%","",""
"8806.24.00.00","2","With maximum take-off weight more than 25 kg but not more than 150 kg","[""No.""]","Free","","30%","",""
"8806.29.00.00","2","Other","[""No.""]","Free","","30%","",""
"","1","Other:","","","","","",""
"8806.91.00.00","2","With maximum take-off weight not more than 250 g","[""No.""]","Free","","30%","",""
"8806.92.00.00","2","With maximum take-off weight more than 250 g but not more than 7 kg","[""No.""]","Free","","30%","",""
"8806.93.00.00","2","With maximum take-off weight more than 7 kg but not more than 25 kg","[""No.""]","Free","","30%","",""
"8806.94.00.00","2","With maximum take-off weight more than 25 kg but not more than 150 kg","[""No.""]","Free","","30%","",""
"8806.99.00.00","2","Other","[""No.""]","Free","","30%","",""
"8807","0","Parts of goods of heading 8801, 8802 or 8806:","","","","","",""
"8807.10.00","1","Propellers and rotors and parts thereof","","Free","","27.5%","",""
"","2","For use in civil aircraft:","","","","","",""
"8807.10.00.15","3","For use by the Department of Defense or the United States Coast Guard","[""kg""]","","","","",""
"8807.10.00.30","3","Other","[""kg""]","","","","",""
"8807.10.00.60","2","Other","[""kg""]","","","","",""
"8807.20.00","1","Undercarriages and parts thereof","","Free","","27.5%","",""
"","2","For use in civil aircraft:","","","","","",""
"8807.20.00.15","3","For use by the Department of Defense or the United States Coast Guard","[""kg""]","","","","",""
"8807.20.00.30","3","Other","[""kg""]","","","","",""
"8807.20.00.60","2","Other","[""kg""]","","","","",""
"8807.30.00","1","Other parts of airplanes, helicopters or unmanned aircraft","","Free","","27.5%","",""
"","2","For use in civil aircraft:","","","","","",""
"8807.30.00.15","3","For use by the Department of Defense or the United States Coast Guard","[""kg""]","","","","",""
"8807.30.00.30","3","Other","[""kg""]","","","","",""
"8807.30.00.60","2","Other","[""kg""]","","","","",""
"8807.90","1","Other:","","","","","",""
"8807.90.30.00","2","Parts of communications satellites","[""kg""]","Free","","Free","",""
"8807.90.90","2","Other","","Free","","27.5%","",""
"","3","For use in civil aircraft:","","","","","",""
"8807.90.90.15","4","For use by the Department of Defense or the United States Coast Guard","[""kg""]","","","","",""
"8807.90.90.30","4","Other","[""kg""]","","","","",""
"8807.90.90.60","3","Other","[""kg""]","","","","",""
"8901","0","Cruise ships, excursion boats, ferry boats, cargo ships, barges and similar vessels for the transport of persons or goods:","","","","","",""
"8901.10.00.00","1","Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferry boats of all kinds","[""No.""]","Free","","Free","",""
"8901.20.00.00","1","Tankers","[""No.""]","Free","","Free","",""
"8901.30.00.00","1","Refrigerated vessels, other than those of subheading 8901.20","[""No.""]","Free","","Free","",""
"8901.90.00.00","1","Other vessels for the transport of goods and other vessels for the transport of both persons and goods","[""No.""]","Free","","Free","",""
"8902.00.00.00","0","Fishing vessels; factory ships and other vessels for processing or preserving fishery products","[""No.""]","Free","","Free","",""
"8903","0","Yachts and other vessels for pleasure or sports; row boats and canoes:","","","","","",""
"","1","Inflatable (including rigid hull inflatable) boats:","","","","","",""
"8903.11.00","2","Fitted or designed to be fitted with a motor, unladen (net) weight (excluding the motor) not exceeding 100 kg","","2.4%","Free(A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","3","Valued over $500:","","","","","",""
"8903.11.00.15","4","With attached rigid hull","[""No.""]","","","","",""
"8903.11.00.20","4","Other","[""No.""]","","","","",""
"8903.11.00.60","3","Other","[""No.""]","","","","",""
"8903.12.00","2","Not designed for use with a motor and unladen (net) weight not exceeding 100 kg","","2.4%","Free(A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","3","Valued over $500:","","","","","",""
"8903.12.00.15","4","With attached rigid hull","[""No.""]","","","","",""
"8903.12.00.20","4","Other","[""No.""]","","","","",""
"8903.12.00.60","3","Other","[""No.""]","","","","",""
"8903.19.00.00","2","Other","[""No.""]","2.4%","Free(A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","1","Sailboats, other than inflatable, with or without auxiliary motor:","","","","","",""
"8903.21.00","2","Of a length not exceeding 7.5 m","","1.5%","Free(A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"8903.21.00.10","3","With auxiliary motor","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"8903.21.00.30","4","Of a length not exceeding 4 m","[""No.""]","","","","",""
"8903.21.00.35","4","Of a length exceeding 4 m but not exceeding 6.5 m","[""No.""]","","","","",""
"8903.21.00.40","4","Of a length exceeding 6.5 m but not exceeding 7.5 m","[""No.""]","","","","",""
"8903.22.00","2","Of a length exceeding 7.5 m but not exceeding 24 m","","1.5%","Free(A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","3","With auxiliary motor:","","","","","",""
"8903.22.00.15","4","Of a length exceeding 7.5 m but not exceeding 9.2 m","[""No.""]","","","","",""
"8903.22.00.20","4","Of a length exceeding 9.2 m","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"8903.22.00.25","4","Of a length exceeding 7.5 m but not exceeding 9.2 m","[""No.""]","","","","",""
"8903.22.00.60","4","Of a length exceeding 9.2 m","[""No.""]","","","","",""
"8903.23.00","2","Of a length exceeding 24 m","","1.5%","Free(A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"8903.23.00.15","3","With auxiliary motor","[""No.""]","","","","",""
"8903.23.00.20","3","Other","[""No.""]","","","","",""
"","1","Motorboats, other than inflatable, not including outboard motorboats:","","","","","",""
"8903.31.00","2","Of a length not exceeding 7.5 m","","1.5%","Free(A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","3","Inboard/outdrive:","","","","","",""
"8903.31.00.15","4","Cabin cruisers","[""No.""]","","","","",""
"8903.31.00.20","4","Other","[""No.""]","","","","",""
"8903.31.00.25","3","Other","[""No.""]","","","","",""
"8903.32.00","2","Of a length exceeding 7.5 m but not exceeding 24 m","","1.5%","Free(A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","3","Inboard/outdrive:","","","","","",""
"8903.32.00.15","4","Cabin cruisers","[""No.""]","","","","",""
"8903.32.00.20","4","Other","[""No.""]","","","","",""
"8903.32.00.25","3","Other","[""No.""]","","","","",""
"8903.33.00","2","Of a length exceeding 24 m","","1.5%","Free(A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","3","Inboard/outdrive:","","","","","",""
"8903.33.00.15","4","Cabin cruisers","[""No.""]","","","","",""
"8903.33.00.20","4","Other","[""No.""]","","","","",""
"8903.33.00.25","3","Other","[""No.""]","","","","",""
"","1","Other:","","","","","",""
"8903.93","2","Of a length not exceeding 7.5 m:","","","","","",""
"","3","Row boats and canoes which are not of a type designed to be principally used with motors or sails:","","","","","",""
"8903.93.05.00","4","Canoes","[""No.""]","Free","","35%","",""
"8903.93.15.00","4","Other","[""No.""]","2.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8903.93.20","3","Outboard motorboats","","1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","4","With hulls of metal:","","","","","",""
"8903.93.20.15","5","Not exceeding 5 m in length","[""No.""]","","","","",""
"8903.93.20.30","5","Exceeding 5 m in length","[""No.""]","","","","",""
"","4","With hulls of reinforced plastics:","","","","","",""
"8903.93.20.45","5","Not exceeding 5 m in length","[""No.""]","","","","",""
"8903.93.20.60","5","Exceeding 5 m in length","[""No.""]","","","","",""
"8903.93.20.75","4","Other","[""No.""]","","","","",""
"8903.93.90.00","3","Other","[""No.""]","1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"8903.99","2","Other:","","","","","",""
"","3","Row boats and canoes which are not of a type designed to be principally used with motors or sails:","","","","","",""
"8903.99.06.00","4","Canoes","[""No.""]","Free","","35%","",""
"8903.99.16.00","4","Other","[""No.""]","2.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8903.99.21","3","Outboard motorboats","","1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"8903.99.21.10","4","With hulls of metal","[""No.""]","","","","",""
"8903.99.21.20","4","With hulls of reinforced plastics","[""No.""]","","","","",""
"8903.99.21.90","4","Other","[""No.""]","","","","",""
"8903.99.91.00","3","Other","[""No.""]","1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"8904.00.00.00","0","Tugs and pusher craft","[""No.""]","Free","","Free","",""
"8905","0","Light-vessels, fire-floats, dredgers, floating cranes, and other vessels the navigability of which is subsidiary to their main function; floating docks; floating or submersible drilling or production platforms:","","","","","",""
"8905.10.00.00","1","Dredgers","[""No.""]","Free","","Free","",""
"8905.20.00.00","1","Floating or submersible drilling or production platforms","[""t"",""No.""]","Free","","Free","",""
"8905.90","1","Other:","","","","","",""
"8905.90.10.00","2","Floating docks","[""t"",""No.""]","Free","","35%","",""
"8905.90.50.00","2","Other","[""No.""]","Free","","Free","",""
"8906","0","Other vessels, including warships and lifeboats other than row boats:","","","","","",""
"8906.10.00.00","1","Warships","[""No.""]","Free","","Free","",""
"8906.90.00","1","Other","","Free","","Free","",""
"8906.90.00.10","2","Hulls","[""t"",""No.""]","","","","",""
"8906.90.00.90","2","Other","[""No.""]","","","","",""
"8907","0","Other floating structures (for example, rafts, tanks, cofferdams, landing-stages, buoys and beacons):","","","","","",""
"8907.10.00.00","1","Inflatable rafts","[""No.""]","Free","","45%","",""
"8907.90.00","1","Other","","Free","","45%","",""
"8907.90.00.30","2","Buoys","[""No.""]","","","","",""
"8907.90.00.60","2","Tanks","[""No.""]","","","","",""
"8907.90.00.90","2","Other","[""No.""]","","","","",""
"8908.00.00.00","0","Vessels and other floating structures for breaking up (scrapping)","[""t""]","Free","","Free","",""
"9001","0","Optical fibers and optical fiber bundles; optical fiber cables other than those of heading 8544; sheets and plates of polarizing material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other than such elements of glass not optically worked:","","","","","",""
"9001.10.00","1","Optical fibers, optical fiber bundles and cables","","6.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"","2","Optical fibers:","","","","","",""
"9001.10.00.30","3","For transmission of voice, data or video communications","[""m""]","","","","",""
"","3","Other:","","","","","",""
"9001.10.00.50","4","Plastic optical fibers","[""m""]","","","","",""
"9001.10.00.70","4","Other","[""m""]","","","","",""
"","2","Optical fiber bundles and cables:","","","","","",""
"9001.10.00.75","3","Plastic optical fiber bundles and cables","[""Fiber m""]","","","","",""
"9001.10.00.85","3","Other","[""Fiber m""]","","","","",""
"9001.20.00.00","1","Sheets and plates of polarizing material","[""kg""]","Free","","50%","",""
"9001.30.00.00","1","Contact lenses","[""No.""]","2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
