HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"9209.99.18.00","4","For instruments of subheading 9205.90.14","[""No.""]","2.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9209.99.20.00","4","For bagpipes","[""No."",""kg""]","Free","","40%","",""
"9209.99.40","4","For other woodwind and brass wind musical instruments","","Free","","40%","",""
"9209.99.40.40","5","For woodwind musical instruments","[""No."",""kg""]","","","","",""
"9209.99.40.80","5","Other","[""No."",""kg""]","","","","",""
"9209.99.61.00","4","For music boxes","[""No."",""kg""]","Free","","40%","",""
"9209.99.80.00","4","Other","[""No.""]","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9301","0","Military weapons, other than revolvers, pistols and the arms of heading 9307:","","","","","",""
"9301.10.00","1","Artillery weapons (for example, guns, howitzers and mortars)","","Free","","27.5%","",""
"9301.10.00.10","2","Self propelled","[""No.""]","","","","",""
"9301.10.00.80","2","Other","[""No.""]","","","","",""
"9301.20.00.00","1","Rocket launchers; flame-throwers; grenade launchers; torpedo tubes and similar projectors","[""No""]","Free","","27.5%","",""
"9301.90","1","Other:","","","","","",""
"9301.90.30","2","Rifles","","4.7% on the value of the rifle + 20% on the value of the telescopic sight, if any","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"9301.90.30.10","3","Telescopic sights imported with rifles","[""No.""]","","","","",""
"9301.90.30.20","3","Rifles","[""No.""]","","","","",""
"9301.90.60.00","2","Shotguns","[""No.""]","2.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"9301.90.90","2","Other","","Free","","27.5%","",""
"9301.90.90.30","3","Machine guns","[""No.""]","","","","",""
"9301.90.90.90","3","Other","[""No.""]","","","","",""
"9302.00.00","0","Revolvers and pistols, other than those of heading 9303 or 9304","","14¢ each + 3%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","$3.50 each + 55%","",""
"9302.00.00.20","1","Revolvers","[""No.""]","","","","",""
"9302.00.00.40","1","Semiautomatic pistols","[""No.""]","","","","",""
"9302.00.00.90","1","Other","[""No.""]","","","","",""
"9303","0","Other firearms and similar devices which operate by the firing of an explosive charge (for example, sporting shot- guns and rifles, muzzle-loading firearms, Very pistols and other devices designed to project only signal flares, pistols and revolvers for firing blank ammunition, captive-bolt humane killers, line-throwing guns):","","","","","",""
"9303.10.00.00","1","Muzzle-loading firearms","[""No.""]","Free","","Free","",""
"9303.20.00","1","Other sporting, hunting or target-shooting shotguns, including combination shotgun-rifles","","2.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"","2","Shotguns:","","","","","",""
"9303.20.00.20","3","Autoloading","[""No.""]","","","","",""
"9303.20.00.30","3","Pump action","[""No.""]","","","","",""
"9303.20.00.40","3","Over and under","[""No.""]","","","","",""
"9303.20.00.65","3","Other","[""No.""]","","","","",""
"9303.20.00.80","2","Combination shotgun-rifles","[""No.""]","","","","",""
"9303.30","1","Other sporting, hunting or target-shooting rifles:","","","","","",""
"9303.30.40","2","Valued over $25 but not over $50 each","","3.8% on the value of the rifle + 10% on the value of the telescopic sight, if any","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"9303.30.40.10","3","Telescopic sights imported with rifles","[""No.""]","","","","",""
"","3","Rifles:","","","","","",""
"9303.30.40.20","4","Centerfire","[""No.""]","","","","",""
"9303.30.40.30","4","Rimfire","[""No.""]","","","","",""
"9303.30.80","2","Other","","3.1% on the value of the rifle + 13% on the value of the telescopic sight, if any","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"9303.30.80.05","3","Telescopic sights imported with rifles","[""No.""]","","","","",""
"","3","Rifles:","","","","","",""
"","4","Centerfire:","","","","","",""
"9303.30.80.10","5","Autoloading","[""No.""]","","","","",""
"","5","Bolt action:","","","","","",""
"9303.30.80.12","6","Single shot","[""No.""]","","","","",""
"9303.30.80.17","6","Other","[""No.""]","","","","",""
"9303.30.80.25","5","Other","[""No.""]","","","","",""
"9303.30.80.30","4","Rimfire","[""No.""]","","","","",""
"9303.90","1","Other:","","","","","",""
"9303.90.40.00","2","Pistols and revolvers designed to fire only blank cartridges or blank ammunition","[""No.""]","4.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","105%","",""
"9303.90.80.00","2","Other","[""No.""]","Free","","27.5%","",""
"9304.00","0","Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 9307:","","","","","",""
"","1","Pistols, rifles and other guns which eject missiles by release of compressed air or gas, or by the release of a spring mechanism or rubber held under tension:","","","","","",""
"9304.00.20.00","2","Rifles","[""No.""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","70%","",""
"9304.00.40.00","2","Other","[""No.""]","Free","","27.5%","",""
"9304.00.60.00","1","Other","[""No.""]","5.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9305","0","Parts and accessories of articles of headings 9301 to 9304:","","","","","",""
"9305.10","1","Of revolvers or pistols:","","","","","",""
"9305.10.20","2","Of heading 9302","","4.2%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P,PA, PE,S,SG)","105%","",""
"9305.10.20.10","3","Frames and receivers","[""No.""]","","","","",""
"9305.10.20.80","3","Other","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"9305.10.40.00","3","Of revolvers or pistols designed to fire only blank cartridges or blank ammunition","[""kg""]","4.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","105%","",""
"9305.10.60.00","3","Of muzzle-loading revolvers and pistols","[""kg""]","Free","","Free","",""
"9305.10.80.00","3","Other","[""kg""]","Free","","27.5%","",""
"9305.20","1","Of shotguns or rifles of heading 9303:","","","","","",""
"9305.20.05.00","2","Rifle stocks","[""No.""]","3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","69.5%","",""
"9305.20.80","2","Other","","Free","","73.5%","",""
"","3","Shotgun barrels:","","","","","",""
"9305.20.80.04","4","Of muzzle-loading shotguns","[""No.""]","","","","",""
"9305.20.80.08","4","Other","[""No.""]","","","","",""
"9305.20.80.20","3","Other parts of muzzle-loading shotguns or rifles","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","Of shotguns, including shotgun-rifle combinations:","","","","","",""
"9305.20.80.31","5","Stocks","[""No.""]","","","","",""
"9305.20.80.33","5","Other","[""kg""]","","","","",""
"9305.20.80.60","4","Of rifles","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"9305.91","2","Of military weapons of heading 9301:","","","","","",""
"9305.91.10.00","3","Of rifles","[""kg""]","Free","","55%","",""
"9305.91.20.00","3","Of shotguns","[""kg""]","Free","","55%","",""
"9305.91.30","3","Other","","Free","","27.5%","",""
"9305.91.30.10","4","Of artillery weapons of 9301.10","[""kg""]","","","","",""
"9305.91.30.30","4","Other","[""kg""]","","","","",""
"9305.99","2","Other:","","","","","",""
"9305.99.40.00","3","Of articles of heading 9303 other than shotguns or rifles","[""kg""]","Free","","27.5%","",""
"9305.99.50","3","Of articles of subheading 9304.00.20 or 9304.00.40","","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","70%","",""
"9305.99.50.10","4","Parts and accessories of paintball markers","[""kg""]","","","","",""
"9305.99.50.50","4","Other","[""kg""]","","","","",""
"9305.99.60.00","3","Other","[""kg""]","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9306","0","Bombs, grenades, torpedoes, mines, missiles and similar munitions of war and parts thereof; cartridges and other ammunition and projectiles and parts thereof, including shot and cartridgewads:","","","","","",""
"","1","Shotgun cartridges and parts thereof; air gun pellets:","","","","","",""
"9306.21.00.00","2","Cartridges","[""No.""]","Free","","30%","",""
"9306.29.00.00","2","Other","[""kg""]","Free","","45%","",""
"9306.30","1","Other cartridges and parts thereof:","","","","","",""
"9306.30.41","2","Cartridges and empty cartridge shells","","Free","","30%","",""
"","3","Cartridges containing a projectile:","","","","","",""
"","4","For rifles or pistols","","","","","",""
"9306.30.41.10","5",".22 caliber","[""No.""]","","","","",""
"9306.30.41.20","5","Other","[""No.""]","","","","",""
"9306.30.41.30","4","Other","[""No.""]","","","","",""
"9306.30.41.38","3","Cartridges for riveting or similar tools or for captive-bolt humane killers and parts thereof","[""thousands""]","","","","",""
"","3","Empty cartridge shells:","","","","","",""
"9306.30.41.40","4","For rifles or pistols","[""No.""]","","","","",""
"9306.30.41.50","4","Other","[""No.""]","","","","",""
"9306.30.41.60","3","Other","[""No.""]","","","","",""
"9306.30.80.00","2","Other","[""kg""]","Free","","45%","",""
"9306.90.00","1","Other","","Free","","45%","",""
"9306.90.00.20","2","Guided missiles","[""No.""]","","","","",""
"","2","Bombs, grenades, torpedoes, mines and similar munitions of war; other ammunition and projectiles:","","","","","",""
"9306.90.00.41","3","Paintballs","[""No.""]","","","","",""
"9306.90.00.50","3","Other","[""kg""]","","","","",""
"9306.90.00.60","2","Parts for guided missiles","[""kg""]","","","","",""
"9306.90.00.80","2","Parts for bombs, grenades, torpedoes, mines and similar munitions of war; parts of other ammunition and projectiles","[""kg""]","","","","",""
"9307.00.00.00","0","Swords, cutlasses, bayonets, lances and similar arms and parts thereof and scabbards and sheaths therefor","[""kg""]","2.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"9401","0","Seats (other than those of heading 9402), whether or not convertible into beds, and parts thereof:","","","","","",""
"9401.10","1","Seats of a kind used for aircraft:","","","","","",""
"9401.10.40.00","2","Leather upholstered","[""No.""]","Free","","45%","",""
"9401.10.80.00","2","Other","[""No.""]","Free","","45%","",""
"9401.20.00.00","1","Seats of a kind used for motor vehicles","[""No.""]","Free","","25%","",""
"","1","Swivel seats with variable height adjustment:","","","","","",""
"9401.31.00.00","2","Of wood","[""No.""]","Free","","45%","",""
"9401.39.00","2","Other","","Free","","45%","",""
"9401.39.00.10","3","Household","[""No.""]","","","","",""
"9401.39.00.30","3","Other","[""No.""]","","","","",""
"","1","Seats other than garden seats or camping equipment, convertible into beds:","","","","","",""
"9401.41.00.00","2","Of wood","[""No.""]","Free","","40%","",""
"9401.49.00.00","2","Other","[""No.""]","Free","","40%","",""
"","1","Seats of cane, osier, bamboo or similar materials:","","","","","",""
"9401.52.00.00","2","Of bamboo","[""No.""]","Free","","60%","",""
"9401.53.00.00","2","Of rattan","[""No.""]","Free","","60%","",""
"9401.59.00.00","2","Other","[""No.""]","Free","","60%","",""
"","1","Other seats, with wooden frames:","","","","","",""
"9401.61","2","Upholstered:","","","","","",""
"","3","Chairs:","","","","","",""
"9401.61.20","4","Of teak","","Free","","40%","",""
"","5","Household:","","","","","",""
"9401.61.20.11","6","Of plantation-harvested teak","[""No.""]","","","","",""
"9401.61.20.15","6","Other","[""No.""]","","","","",""
"","5","Other:","","","","","",""
"9401.61.20.31","6","Of plantation-harvested teak","[""No.""]","","","","",""
"9401.61.20.35","6","Other","[""No.""]","","","","",""
"9401.61.40","4","Other","","Free","","40%","",""
"9401.61.40.01","5","Chairs for children, including highchairs","[""No.""]","","","","",""
"9401.61.40.11","5","Other household","[""No.""]","","","","",""
"9401.61.40.31","5","Other","[""No.""]","","","","",""
"9401.61.60","3","Other","","Free","","40%","",""
"9401.61.60.01","4","Stationary activity centers for children","[""No.""]","","","","",""
"9401.61.60.05","4","Other seats for children","[""No.""]","","","","",""
"9401.61.60.11","4","Other household","[""No.""]","","","","",""
"9401.61.60.31","4","Other","[""No.""]","","","","",""
"9401.69","2","Other:","","","","","",""
"9401.69.20","3","Bent-wood seats","","Free","","42.5%","",""
"9401.69.20.10","4","Household","[""No.""]","","","","",""
"9401.69.20.30","4","Other","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"","4","Chairs:","","","","","",""
"9401.69.40","5","Of teak","","Free","","40%","",""
"","6","Household:","","","","","",""
"9401.69.40.11","7","Of plantation-harvested teak","[""No.""]","","","","",""
"9401.69.40.15","7","Other","[""No.""]","","","","",""
"","6","Other:","","","","","",""
"9401.69.40.31","7","Of plantation-harvested teak","[""No.""]","","","","",""
"9401.69.40.35","7","Other","[""No.""]","","","","",""
"9401.69.60","5","Other","","Free","","40%","",""
"9401.69.60.01","6","Chairs for children including highchairs","[""No.""]","","","","",""
"9401.69.60.11","6","Other household","[""No.""]","","","","",""
"9401.69.60.31","6","Other","[""No.""]","","","","",""
"9401.69.80","4","Other","","Free","","40%","",""
"9401.69.80.01","5","Stationary activity centers for children","[""No.""]","","","","",""
"9401.69.80.05","5","Other seats for children","[""No.""]","","","","",""
"9401.69.80.11","5","Other household","[""No.""]","","","","",""
"","5","Other:","","","","","",""
"","6","Of teak (<u>Tectona</u> spp.):","","","","","",""
"9401.69.80.66","7","Of plantation-harvested teak","[""No.""]","","","","",""
"9401.69.80.68","7","Other","[""No.""]","","","","",""
"9401.69.80.90","6","Other","[""No.""]","","","","",""
"","1","Other seats, with metal frames:","","","","","",""
"9401.71.00","2","Upholstered","","Free","","45%","",""
"9401.71.00.01","3","Highchairs and booster seats","[""No.""]","","","","",""
"9401.71.00.05","3","Infant walkers","[""No.""]","","","","",""
"9401.71.00.06","3","Bouncers with seats","[""No.""]","","","","",""
"9401.71.00.07","3","Swings for children","[""No.""]","","","","",""
"9401.71.00.08","3","Stationary activity centers for children","[""No.""]","","","","",""
"9401.71.00.11","3","Other household","[""No.""]","","","","",""
"9401.71.00.31","3","Other","[""No.""]","","","","",""
"9401.79.00","2","Other","","Free","","45%","",""
"9401.79.00.01","3","Highchairs and booster seats","[""No.""]","","","","",""
"9401.79.00.02","3","Infant walkers","[""No.""]","","","","",""
"9401.79.00.03","3","Bouncers with seats","[""No.""]","","","","",""
"9401.79.00.04","3","Swings for children","[""No.""]","","","","",""
"9401.79.00.06","3","Stationary activity centers for children","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"","4","Outdoor:","","","","","",""
"","5","With textile covered cushions or textile seating or backing material:","","","","","",""
"9401.79.00.11","6","Household","[""No.""]","","","","",""
"9401.79.00.15","6","Other","[""No.""]","","","","",""
"","5","Other:","","","","","",""
"9401.79.00.25","6","Household","[""No.""]","","","","",""
"9401.79.00.35","6","Other","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"9401.79.00.46","5","Household","[""No.""]","","","","",""
"9401.79.00.50","5","Other","[""No.""]","","","","",""
"9401.80","1","Other seats:","","","","","",""
"","2","Of rubber or plastics:","","","","","",""
"9401.80.20","3","Of reinforced or laminated plastics","","Free","","65%","",""
"9401.80.20.01","4","Childrenʼs highchairs and booster seats except for motor vehicle; bath seats, infant walkers, bouncers with seats, swings for children","[""No.""]","","","","",""
"9401.80.20.05","4","Stationary activity centers for children","[""No.""]","","","","",""
"9401.80.20.11","4","Other household","[""No.""]","","","","",""
"9401.80.20.31","4","Other","[""No.""]","","","","",""
"9401.80.40","3","Other","","Free","","25%","",""
"9401.80.40.01","4","Childrenʼs highchairs and booster seats except for motor vehicle; bath seats, infant walkers, bouncers with seats, swings for children","[""No.""]","","","","",""
"9401.80.40.04","4","Stationary activity centers for children","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"","5","Outdoor:","","","","","",""
"","6","With textile covered cushions or textile seating or backing material:","","","","","",""
"9401.80.40.06","7","Household","[""No.""]","","","","",""
"9401.80.40.15","7","Other","[""No.""]","","","","",""
"","6","Other:","","","","","",""
"9401.80.40.26","7","Household","[""No.""]","","","","",""
"9401.80.40.35","7","Other","[""No.""]","","","","",""
"9401.80.40.46","5","Other","[""No.""]","","","","",""
"9401.80.60","2","Other","","Free","","45%","",""
"","3","Child safety seats:","","","","","",""
"9401.80.60.21","4","With detachable hard-shell seat","[""No.""]","","","","",""
"9401.80.60.23","4","Other","[""No.""]","","","","",""
"9401.80.60.24","3","Stationary activity centers for children","[""No.""]","","","","",""
"9401.80.60.25","3","Other seats for children","[""No.""]","","","","",""
"9401.80.60.28","3","Other household","[""No.""]","","","","",""
"9401.80.60.30","3","Other","[""No.""]","","","","",""
"","1","Parts:","","","","","",""
"9401.91","2","Of wood:","","","","","",""
"9401.91.15.00","3","Of seats of a kind used for motor vehicles","[""No.""]","Free","","25%","",""
"9401.91.20.00","3","Of bent wood seats","[""No.""]","Free","","42.5%","",""
"9401.91.90","3","Other","","Free","","40%","",""
"9401.91.90.10","4","For children’s highchairs, booster seats, and similar seats","[""No.""]","","","","",""
"9401.91.90.90","4","Other","[""No.""]","","","","",""
"9401.99","2","Other:","","","","","",""
"9401.99.10","3","Of seats of a kind used for motor vehicles","","Free","","25%","",""
"9401.99.10.10","4","Of leather, cut to shape","[""No.""]","","","","",""
"9401.99.10.20","4","Of textile material, cut to shape","[""No.""]","","","","",""
"9401.99.10.85","4","Other","[""No.""]","","","","",""
"9401.99.25","3","Of cane, osier, bamboo or similar materials","","Free","","60%","",""
"9401.99.25.40","4","Of rattan","[""No.""]","","","","",""
"9401.99.25.80","4","Other","[""No.""]","","","","",""
"9401.99.35","3","Of rubber or plastics","","Free","","25%","",""
"9401.99.35.10","4","For children’s highchairs, booster seats except for motor vehicle and similar seats","[""No.""]","","","","",""
"9401.99.35.80","4","Other","[""No.""]","","","","",""
"9401.99.90","3","Other","","Free","","45%","",""
"9401.99.90.05","4","For children’s highchairs, booster seats and similar seats","[""No.""]","","","","",""
"9401.99.90.21","4","Other of textile material, cut to shape","[""No.""]","","","","",""
"9401.99.90.81","4","Other","[""No.""]","","","","",""
"9402","0","Medical, surgical, dental or veterinary furniture (for example, operating tables, examination tables, hospital beds with mechanical fittings, dentists' chairs); barbers' chairs and similar chairs, having rotating as well as both reclining and elevating movements; parts of the foregoing articles:","","","","","",""
"9402.10.00.00","1","Dentists', barbers' or similar chairs and parts thereof","[""No.""]","Free","","35%","",""
"9402.90.00","1","Other","","Free","","40%","",""
"9402.90.00.10","2","Hospital beds","[""No.""]","","","","",""
"9402.90.00.20","2","Other","[""No.""]","","","","",""
"9403","0","Other furniture and parts thereof:","","","","","",""
"9403.10.00","1","Metal furniture of a kind used in offices","","Free","","45%","",""
"9403.10.00.20","2","Filing cabinets","[""No.""]","","","","",""
"9403.10.00.40","2","Other","[""No.""]","","","","",""
"9403.20.00","1","Other metal furniture","","Free","","45%","",""
"","2","Household:","","","","","",""
"9403.20.00.11","3","Floor-standing, metal-top ironing boards","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"9403.20.00.16","4","Cribs","[""No.""]","","","","",""
"9403.20.00.17","4","Toddler beds, bassinets, cradles, play yards and other enclosures for confining children","[""No.""]","","","","",""
"9403.20.00.35","4","Mechanically adjustable bed or mattress base, not foldable, having the characteristics of a bed or bed frame, of a width exceeding 91.44 cm, of a length exceeding 184.15 cm, and of a depth exceeding 8.89 cm","[""No.""]","","","","",""
"9403.20.00.40","4","Mattress bases with legs, not foldable, having the characteristics of a stationary (not mechanically adjustable) bed frame, of a width exceeding 91.44 cm, of a length exceeding 184.15 cm and of a depth exceeding 8.89 cm","[""No.""]","","","","",""
"","4","Foldable mattress foundations with legs, having the characteristics of a bed or bed frame, whether or not mechanically adjustable:","","","","","",""
"9403.20.00.46","5","Mechanically adjustable","[""No.""]","","","","",""
"9403.20.00.48","5","Stationary (not mechanically adjustable)","[""No.""]","","","","",""
"9403.20.00.50","4","Other","[""No.""]","","","","",""
"","2","Other:","","","","","",""
"","3","Counters, lockers, racks, display cases, shelves, partitions and similar fixtures:","","","","","",""
"9403.20.00.75","4","Boltless or press-fit steel shelving units prepackaged for sale as described in statistical note 3 to this chapter","[""No.""]","","","","",""
"9403.20.00.78","4","Storage lockers, other than exchange lockers as described in statistical note 4 to this chapter","[""No.""]","","","","",""
"9403.20.00.82","4","Steel racks, other than those described in statistical reporting number 9403.20.0075","[""No.""]","","","","",""
"9403.20.00.86","4","Other","[""No.""]","","","","",""
"9403.20.00.90","3","Other","[""No.""]","","","","",""
"9403.30","1","Wooden furniture of a kind used in offices:","","","","","",""
"9403.30.40.00","2","Bent-wood furniture","[""No.""]","Free","","42.5%","",""
"9403.30.80","2","Other","[""""]","Free","","40%","",""
"9403.30.80.01","3","Of Padauk (Padouk) or Narra (<u>Pterocarpus </u>spp.)","[""No.""]","","","","",""
"9403.30.80.05","3","Of Rosewood, Palissander, Cocobolo, Bois de Rose, Kingwood, Tulipwood or Blackwood (<u>Dalbergia </u>spp.)","[""No.""]","","","","",""
"9403.30.80.21","3","Of teak (<u>Tectona </u>spp.)","[""No.""]","","","","",""
"9403.30.80.31","3","Of Wenge (<u>Millettia </u>spp.)","[""No.""]","","","","",""
"9403.30.80.90","3","Other","[""No.""]","","","","",""
"9403.40","1","Wooden furniture of a kind used in the kitchen:","","","","","",""
"9403.40.40.00","2","Bent-wood furniture","[""No.""]","Free","","42.5%","",""
"","2","Other:","","","","","",""
"9403.40.60.00","3","Designed for motor vehicle use","[""No.""]","Free","","25%","",""
"9403.40.90","3","Other","","Free","","40%","",""
"9403.40.90.40","4","Dining tables","[""No.""]","","","","",""
"9403.40.90.60","4","Cabinets designed for permanent installation","[""No.""]","","","","",""
"9403.40.90.80","4","Other","[""No.""]","","","","",""
"9403.50","1","Wooden furniture of a kind used in the bedroom:","","","","","",""
"9403.50.40.00","2","Bent-wood furniture","[""No.""]","Free","","42.5%","",""
"","2","Other:","","","","","",""
"9403.50.60.00","3","Designed for motor vehicle use","[""No.""]","Free","","25%","",""
"9403.50.90","3","Other","","Free","","40%","",""
"","4","Beds:","","","","","",""
"9403.50.90.41","5","Cribs","[""No.""]","","","","",""
"9403.50.90.42","5","Toddler beds, bassinets, and cradles","[""No.""]","","","","",""
"9403.50.90.45","5","Other","[""No.""]","","","","",""
"9403.50.90.80","4","Other","[""No.""]","","","","",""
"9403.60","1","Other wooden furniture:","","","","","",""
"9403.60.40.00","2","Bent-wood furniture","[""No.""]","Free","","42.5%","",""
"9403.60.80","2","Other","","Free","","40%","",""
"9403.60.80.10","3","Play yards and other enclosures for confining children","[""No.""]","","","","",""
"9403.60.80.40","3","Dining tables","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"9403.60.80.89","4","Of teak (<u>Tectona</u> spp.)","[""No.""]","","","","",""
"9403.60.80.93","4","Other","[""No.""]","","","","",""
"9403.70","1","Furniture of plastics:","","","","","",""
"9403.70.40","2","Of reinforced or laminated plastics","","Free","","65%","",""
"9403.70.40.01","3","Cribs","[""No.""]","","","","",""
"9403.70.40.02","3","Toddler beds, bassinets and cradles","[""No.""]","","","","",""
"9403.70.40.03","3","Play yards and other enclosures for confining children","[""No.""]","","","","",""
"9403.70.40.15","3","Other household","[""No.""]","","","","",""
"9403.70.40.20","3","Office","[""No.""]","","","","",""
"9403.70.40.31","3","Other","[""No.""]","","","","",""
"9403.70.80","2","Other","","Free","","25%","",""
"9403.70.80.01","3","Cribs","[""No.""]","","","","",""
"9403.70.80.02","3","Toddler beds, bassinets and cradles","[""No.""]","","","","",""
"9403.70.80.03","3","Play yards and other enclosures for confining children","[""No.""]","","","","",""
"9403.70.80.15","3","Other household","[""No.""]","","","","",""
"9403.70.80.20","3","Office","[""No.""]","","","","",""
"9403.70.80.31","3","Other","[""No.""]","","","","",""
"","1","Furniture of other materials, including cane, osier, bamboo or similar materials:","","","","","",""
"9403.82.00","2","Of bamboo","","Free","","60%","",""
"9403.82.00.01","3","Cribs","[""No.""]","","","","",""
"9403.82.00.02","3","Toddler beds, bassinets, and cradles; play yards and other enclosures for confining children","[""No.""]","","","","",""
"9403.82.00.15","3","Other household","[""No.""]","","","","",""
"9403.82.00.30","3","Other","[""No.""]","","","","",""
"9403.83.00","2","Of rattan","","Free","","60%","",""
"9403.83.00.01","3","Cribs","[""No.""]","","","","",""
"9403.83.00.02","3","Toddler beds, bassinets, and cradles; play yards and other enclosures for confining children","[""No.""]","","","","",""
"9403.83.00.15","3","Other household","[""No.""]","","","","",""
"9403.83.00.30","3","Other","[""No.""]","","","","",""
"9403.89","2","Other:","","","","","",""
"9403.89.30","3","Of cane, osier or similar materials","","Free","","60%","",""
"9403.89.30.10","4","Household","[""No.""]","","","","",""
"9403.89.30.20","4","Other","[""No.""]","","","","",""
"9403.89.60","3","Other","","Free","","45%","",""
"9403.89.60.03","4","Cribs, toddler beds, bassinets, and cradles; play yards and other enclosures for confining children","[""No.""]","","","","",""
"9403.89.60.15","4","Other household","[""No.""]","","","","",""
"9403.89.60.20","4","Other","[""No.""]","","","","",""
"","1","Parts:","","","","","",""
"9403.91.00","2","Of wood","","Free","","40%","",""
"9403.91.00.05","3","For toddler beds, cribs, bassinets and cradles","[""No.""]","","","","",""
"9403.91.00.10","3","For play yards and other enclosures for confining children","[""No.""]","","","","",""
"9403.91.00.80","3","Other","[""No.""]","","","","",""
"9403.99","2","Other:","","","","","",""
"9403.99.10","3","Of furniture of a kind used for motor vehicles","","Free","","25%","",""
"9403.99.10.40","4","Of metal","[""kg""]","","","","",""
"9403.99.10.50","4","Of textile material, cut to shape","[""kg""]","","","","",""
"9403.99.10.85","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"9403.99.20","4","Of cane, osier, bamboo or similar materials","","Free","","60%","",""
"9403.99.20.40","5","Of rattan","[""kg""]","","","","",""
"9403.99.20.80","5","Other","[""kg""]","","","","",""
"","4","Of rubber or plastics:","","","","","",""
"9403.99.30","5","Of reinforced or laminated plastics","","Free","","65%","",""
"9403.99.30.05","6","For toddler beds, cribs, bassinets and cradles","[""No.""]","","","","",""
"9403.99.30.10","6","For play yards and other enclosures for confining children","[""No.""]","","","","",""
"9403.99.30.80","6","Other","[""No.""]","","","","",""
"9403.99.40","5","Other","","Free","","25%","",""
"9403.99.40.05","6","For toddler beds, cribs, bassinets and cradles","[""No.""]","","","","",""
"9403.99.40.10","6","For play yards and other enclosures for confining children","[""No.""]","","","","",""
"9403.99.40.80","6","Other","[""No.""]","","","","",""
"9403.99.50","4","Of textile material, except cotton","","Free","","80%","",""
"9403.99.50.05","5","For toddler beds, cribs, bassinets and cradles","[""No.""]","","","","",""
"9403.99.50.10","5","For play yards and other enclosures for confining children","[""No.""]","","","","",""
"9403.99.50.80","5","Other","[""No.""]","","","","",""
"9403.99.90","4","Other","","Free","","45%","",""
"9403.99.90.10","5","For toddler beds, cribs, bassinets and cradles","[""No.""]","","","","",""
"9403.99.90.15","5","For play yards and other enclosures for confining children","[""No.""]","","","","",""
"","5","Other:","","","","","",""
"","6","Of metal:","","","","","",""
"9403.99.90.20","7","Welded wire rack, whether or  not galvanized, plated or coated","[""kg""]","","","","",""
"9403.99.90.40","7","Parts for steel racks of statistical reporting number 9403.20.0082","[""kg""]","","","","",""
"9403.99.90.45","7","Other","[""kg""]","","","","",""
"9403.99.90.51","6","Of cotton, cut to shape","[""kg""]","","","","",""
"9403.99.90.61","6","Other","[""kg""]","","","","",""
"9404","0","Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered:","","","","","",""
"9404.10.00.00","1","Mattress supports","[""No.""]","Free","","45%","",""
