HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"0712.90.74.00","3","In powder","[""kg""]","8.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0712.90.78.00","3","Other","[""kg""]","8.7%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0712.90.85","2","Other vegetables; mixtures of vegetables","","8.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0712.90.85.10","3","Broccoli","[""kg""]","","","","",""
"0712.90.85.20","3","Celery stalks","[""kg""]","","","","",""
"0712.90.85.30","3","Leeks","[""kg""]","","","","",""
"0712.90.85.40","3","Spinach","[""kg""]","","","","",""
"0712.90.85.50","3","Sweet corn seeds of a kind used for sowing","[""kg""]","","","","",""
"0712.90.85.80","3","Other","[""kg""]","","","","",""
"0713","0","Dried leguminous vegetables, shelled, whether or not skinned or split:","","","","","",""
"0713.10","1","Peas (<i>Pisum sativum</i>):","","","","","",""
"0713.10.10.00","2","Seeds of a kind used for sowing","[""kg""]","1.5¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"","2","Other:","","","","","",""
"0713.10.20.00","3","Split peas","[""kg""]","Free","","5.5¢/kg","",""
"0713.10.40","3","Other","","0.4¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","3.9¢/kg","",""
"","4","Yellow peas:","","","","","",""
"0713.10.40.05","5","Certified Organic","[""kg""]","","","","",""
"0713.10.40.15","5","Other","[""kg""]","","","","",""
"0713.10.40.20","4","Green peas","[""kg""]","","","","",""
"0713.10.40.60","4","Austrian winter peas","[""kg""]","","","","",""
"0713.10.40.80","4","Other","[""kg""]","","","","",""
"0713.20","1","Chickpeas (garbanzos):","","","","","",""
"0713.20.10.00","2","Seeds of a kind used for sowing","[""kg""]","1.5¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"0713.20.20","2","Other","","1.4¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","3.9¢/kg","",""
"0713.20.20.15","3","Certified organic","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0713.20.20.25","4","Kabuli chickpeas","[""kg""]","","","","",""
"0713.20.20.75","4","Other","[""kg""]","","","","",""
"","1","Beans (<i>Vigna spp., Phaseolus spp.</i>):","","","","","",""
"0713.31","2","Beans of the species <i>Vigna mungo</i> (<i>L.</i>) <i>Hepper</i> or <i>Vigna radiata</i> (<i>L.</i>)<i>Wilczek</i><i>: </i>","","","","","",""
"0713.31.10.00","3","Seeds of a kind used for sowing","[""kg""]","0.8¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"","3","Other:","","","","","",""
"0713.31.20.00","4","If entered for consumption during the period from May 1 to August 31, inclusive, in any year","[""kg""]","Free","","6.6¢/kg","",""
"0713.31.40.00","4","If entered for consumption outside the above stated period, or if withdrawn for consumption at any time","[""kg""]","0.3¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"0713.32","2","Small red (adzuki) beans (<i>Phaseolus</i> or <i>Vigna angularis</i>):","","","","","",""
"0713.32.10.00","3","Seeds of a kind used for sowing","[""kg""]","1.5¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"0713.32.20.00","3","Other","[""kg""]","1.2¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"0713.33","2","Kidney beans, including white pea beans (<i>Phaseolus vulgaris</i>):","","","","","",""
"0713.33.10","3","Seeds of a kind used for sowing","","1.5¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"0713.33.10.20","4","Navy or pea beans","[""kg""]","","","","",""
"0713.33.10.40","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0713.33.20","4","If entered for consumption during the period from May 1 to August 31, inclusive, in any year","","1¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"0713.33.20.20","5","Navy or pea beans","[""kg""]","","","","",""
"0713.33.20.30","5","Dark red beans","[""kg""]","","","","",""
"0713.33.20.50","5","Light red beans","[""kg""]","","","","",""
"0713.33.20.90","5","Other","[""kg""]","","","","",""
"0713.33.40","4","If entered for consumption outside the above stated period, or if withdrawn for consumption at any time","","1.5¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"0713.33.40.20","5","Navy or pea beans","[""kg""]","","","","",""
"0713.33.40.30","5","Dark red beans","[""kg""]","","","","",""
"0713.33.40.50","5","Light red beans","[""kg""]","","","","",""
"0713.33.40.90","5","Other","[""kg""]","","","","",""
"0713.34","2","Bambara beans (<i>Vigna subterranea </i>or<i>Voandzeia subterranea</i>):","","","","","",""
"0713.34.10.00","3","Of a kind used for sowing","[""kg""]","1.5¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"","3","Other:","","","","","",""
"0713.34.20.00","4","If entered for consumption during the period from May 1 to August 31, Inclusive, in any year","[""kg""]","0.8¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"0713.34.40.00","4","If entered for consumption outside the above stated period, or if withdrawn for consumption at any time","[""kg""]","0.8¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"0713.35.00.00","2","Cowpeas (<i>Vigna unguiculata</i>)","[""kg""]","Free","","6.6¢/kg","",""
"0713.39","2","Other:","","","","","",""
"0713.39.11","3","Seeds of a kind used for sowing","","1.5¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"0713.39.11.10","4","Cranberry beans","[""kg""]","","","","",""
"0713.39.11.90","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0713.39.21","4","If entered for consumption during the period from May 1 to August 31, inclusive, in any year","","0.8¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"0713.39.21.10","5","Black beans","[""kg""]","","","","",""
"0713.39.21.20","5","Great Northern beans","[""kg""]","","","","",""
"0713.39.21.30","5","Baby lima beans","[""kg""]","","","","",""
"0713.39.21.40","5","Other lima beans","[""kg""]","","","","",""
"0713.39.21.50","5","Pinto beans","[""kg""]","","","","",""
"0713.39.21.60","5","Other white beans","[""kg""]","","","","",""
"0713.39.21.70","5","Other","[""kg""]","","","","",""
"0713.39.41","4","If entered for consumption outside the above stated period, or if withdrawn for consumption at any time","","0.8¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"0713.39.41.10","5","Black beans","[""kg""]","","","","",""
"0713.39.41.20","5","Great Northern beans","[""kg""]","","","","",""
"0713.39.41.30","5","Baby lima beans","[""kg""]","","","","",""
"0713.39.41.40","5","Other lima beans","[""kg""]","","","","",""
"0713.39.41.50","5","Pinto beans","[""kg""]","","","","",""
"0713.39.41.60","5","Other white beans","[""kg""]","","","","",""
"0713.39.41.70","5","Other","[""kg""]","","","","",""
"0713.40","1","Lentils:","","","","","",""
"0713.40.10.00","2","Seeds of a kind used for sowing","[""kg""]","1.5¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"0713.40.20","2","Other","","0.15¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","1.1¢/kg","",""
"","3","Green lentils, including French green (dark speckled):","","","","","",""
"0713.40.20.15","4","Certified organic","[""kg""]","","","","",""
"0713.40.20.20","4","Other","[""kg""]","","","","",""
"","3","Red:","","","","","",""
"0713.40.20.35","4","Certified organic","[""kg""]","","","","",""
"0713.40.20.50","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0713.40.20.65","4","Certified organic","[""kg""]","","","","",""
"0713.40.20.85","4","Other","[""kg""]","","","","",""
"0713.50","1","Broad beans (<i>Vicia</i> <i>faba</i> var. <i>major</i>) and horse beans (<i>Vicia</i> <i>faba</i> var. <i>equina</i> and <i>Vicia</i> <i>faba</i> var. <i>minor</i>):","","","","","",""
"0713.50.10.00","2","Seeds of a kind used for sowing","[""kg""]","1.5¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"0713.50.20.00","2","Other","[""kg""]","1.2¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"0713.60","1","Pigeon peas (<i>Cajanus cajan</i>):","","","","","",""
"0713.60.10.00","2","Of a kind used for sowing","[""kg""]","1.5¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"","2","Other:","","","","","",""
"0713.60.60.00","3","If entered for consumption during the period from May 1 to August 31, inclusive, in any year","[""kg""]","0.8¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"0713.60.80.00","3","If entered for consumption outside the above stated period, or if withdrawn for consumption at any time","[""kg""]","1.5¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"0713.90","1","Other:","","","","","",""
"0713.90.11.00","2","Seeds of a kind used for sowing","[""kg""]","1.5¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"","2","Other:","","","","","",""
"0713.90.50.00","3","Guar seeds","[""kg""]","Free","","Free","",""
"","3","Other:","","","","","",""
"0713.90.61.00","4","If entered for consumption during the period from May 1 to August 31, inclusive, in any year","[""kg""]","0.8¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"0713.90.81.00","4","If entered for consumption outside the above stated period, or if withdrawn for consumption at any time","[""kg""]","1.5¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"0714","0","Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith:","","","","","",""
"0714.10","1","Cassava (manioc):","","","","","",""
"0714.10.10.00","2","Frozen","[""kg""]","7.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0714.10.20.00","2","Other","[""kg""]","11.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"0714.20","1","Sweet potatoes:","","","","","",""
"0714.20.10.00","2","Frozen","[""kg""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0714.20.20.00","2","Other","[""kg""]","4.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"0714.30","1","Yams (<i>Dioscorea</i> spp.):","","","","","",""
"0714.30.10.00","2","Fresh or chilled","[""kg""]","6.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3.2% (JP)","50%","",""
"0714.30.20.00","2","Frozen","[""kg""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Other:","","","","","",""
"0714.30.50.00","3","In the form of pellets","[""kg""]","Free","","Free","",""
"0714.30.60.00","3","Other","[""kg""]","8.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 4.15% (JP)","35%","",""
"0714.40","1","Taro (<i>Colocasia</i> spp.):","","","","","",""
"0714.40.10.01","2","Fresh or chilled","[""kg""]","2.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"0714.40.20.00","2","Frozen","[""kg""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Other:","","","","","",""
"0714.40.50.00","3","In the form of pellets","[""kg""]","Free","","Free","",""
"0714.40.60.00","3","Other","[""kg""]","8.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0714.50","1","Yautia (<i>Xanthosoma</i> spp.):","","","","","",""
"0714.50.10.00","2","Fresh or chilled","[""kg""]","16%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"0714.50.20.00","2","Frozen","[""kg""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Other:","","","","","",""
"0714.50.50.00","3","In the form of pellets","[""kg""]","Free","","Free","",""
"0714.50.60.00","3","Other","[""kg""]","8.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0714.90","1","Other:","","","","","",""
"","2","Fresh or chilled:","","","","","",""
"0714.90.05.00","3","Chinese water chestnuts","[""kg""]","20%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"0714.90.39.00","3","Other","[""kg""]","16%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","2","Frozen:","","","","","",""
"0714.90.41.00","3","Mixtures of pea pods and Chinese water chestnuts","[""kg""]","7.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0714.90.42.00","3","Other mixtures of Chinese water chestnuts","[""kg""]","14%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0714.90.44.00","3","Chinese water chestnuts, not mixed","[""kg""]","Free","","35%","",""
"0714.90.46.00","3","Other","[""kg""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Other:","","","","","",""
"0714.90.48.00","3","Chinese water chestnuts","[""kg""]","8.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","3","Other:","","","","","",""
"0714.90.51.00","4","In the form of pellets","[""kg""]","Free","","Free","",""
"0714.90.61.00","4","Other","[""kg""]","8.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0801","0","Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled:","","","","","",""
"","1","Coconuts:","","","","","",""
"0801.11.00.00","2","Desiccated","[""kg""]","Free","","7.7¢/kg","",""
"0801.12.00.00","2","In the inner shell (endocarp)","[""kg""]","Free","","7.7¢/kg","",""
"0801.19.01","2","Other","","Free","","7.7¢/kg","",""
"0801.19.01.20","3","In shell","[""kg""]","","","","",""
"0801.19.01.40","3","Shelled","[""kg""]","","","","",""
"","1","Brazil nuts:","","","","","",""
"0801.21.00.00","2","In shell","[""kg""]","Free","","9.9¢/kg","",""
"0801.22.00.00","2","Shelled","[""kg""]","Free","","9.9¢/kg","",""
"","1","Cashew nuts:","","","","","",""
"0801.31.00.00","2","In shell","[""kg""]","Free","","4.4¢/kg","",""
"0801.32.00.00","2","Shelled","[""kg""]","Free","","4.4¢/kg","",""
"0802","0","Other nuts, fresh or dried, whether or not shelled or peeled:","","","","","",""
"","1","Almonds:","","","","","",""
"0802.11.00.00","2","In shell","[""kg""]","7.7¢/kg","Free (A+,AU,BH, CL,CO,D,E,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","12.1¢/kg","",""
"0802.12.00","2","Shelled","","24¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","40.8¢/kg","",""
"0802.12.00.05","3","Certified organic","[""kg""]","","","","",""
"0802.12.00.15","3","Other","[""kg""]","","","","",""
"","1","Hazelnuts or filberts (<i>Corylus spp.</i>):","","","","","",""
"0802.21.00.00","2","In shell","[""kg""]","7¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"0802.22.00.00","2","Shelled","[""kg""]","14.1¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","22¢/kg","",""
"","1","Walnuts:","","","","","",""
"0802.31.00.00","2","In shell","[""kg""]","7¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"0802.32.00.00","2","Shelled","[""kg""]","26.5¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33.1¢/kg","",""
"","1","Chestnuts (<i>Castanea</i> spp.):","","","","","",""
"0802.41.00.00","2","In shell","[""kg""]","Free","","Free","",""
"0802.42.00.00","2","Shelled","[""kg""]","Free","","Free","",""
"","1","Pistachios:","","","","","",""
"0802.51.00.00","2","In shell","[""kg""]","0.9¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5.5¢/kg","",""
"0802.52.00.00","2","Shelled","[""kg""]","1.9¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"","1","Macadamia nuts:","","","","","",""
"0802.61.00.00","2","In shell","[""kg""]","1.3¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5.5¢/kg","",""
"0802.62.00.00","2","Shelled","[""kg""]","5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"","1","Kola nuts (<i>Cola</i> spp.):","","","","","",""
"0802.70.10.00","2","In shell","[""kg""]","1.3¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5.5¢/kg","",""
"0802.70.20.00","2","Shelled","[""kg""]","5¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"","1","Areca nuts:","","","","","",""
"0802.80.10.00","2","In shell","[""kg""]","1.3¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5.5¢/kg","",""
"0802.80.20.00","2","Shelled","[""kg""]","5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"","1","Other:","","","","","",""
"0802.91","2","Pine nuts, in shell:","","","","","",""
"0802.91.10.00","3","Pignolia","[""kg""]","0.7¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5.5¢/kg","",""
"0802.91.90.00","3","Other","[""kg""]","1.3¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5.5¢/kg","",""
"0802.92","2","Pine nuts, shelled:","","","","","",""
"0802.92.10.00","3","Pignolia","[""kg""]","1¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"0802.92.90.00","3","Other","[""kg""]","5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"0802.99","2","Other:","","","","","",""
"","3","Pecans:","","","","","",""
"0802.99.10.00","4","In shell","[""kg""]","8.8¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"0802.99.15.00","4","Shelled","[""kg""]","17.6¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","22¢/kg","",""
"","3","Other:","","","","","",""
"0802.99.82.00","4","In shell","[""kg""]","1.3¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5.5¢/kg","",""
"0802.99.98.00","4","Shelled","[""kg""]","5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"0803","0","Bananas and plantains, fresh or dried:","","","","","",""
"0803.10","1","Plantains:","","","","","",""
"0803.10.10.00","2","Fresh","[""kg""]","Free","","Free","",""
"0803.10.20.00","2","Dried","[""kg""]","1.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0803.90.00","1","Other","","Free","","Free","",""
"0803.90.00.25","2","Certified organic","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"0803.90.00.35","3","Fresh","[""kg""]","","","","",""
"0803.90.00.45","3","Dried","[""kg""]","","","","",""
"0804","0","Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried:","","","","","",""
"0804.10","1","Dates:","","","","","",""
"","2","Whole, with or without pits:","","","","","",""
"0804.10.20","3","Packed in units weighing (with the immediate container, if any) not more than 4.6 kg","","13.2¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","16.5¢/kg","",""
"0804.10.20.10","4","Certified organic","[""kg""]","","","","",""
"0804.10.20.90","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0804.10.40.00","4","With pits","[""kg""]","1¢/kg","Free (A,AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","2.2¢/kg","",""
"0804.10.60.00","4","With pits removed","[""kg""]","2.8¢/kg","Free (A,AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","4.4¢/kg","",""
"0804.10.80.00","2","Other","[""kg""]","29.8%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0804.20","1","Figs:","","","","","",""
"","2","Whole:","","","","","",""
"0804.20.40.00","3","In immediate containers weighing with their contents over 0.5 kg each","[""kg""]","7.9¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"0804.20.60.00","3","Other","[""kg""]","6.2¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"0804.20.80.00","2","Other","[""kg""]","8.8¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"0804.30","1","Pineapples:","","","","","",""
"","2","Not reduced in size:","","","","","",""
"0804.30.20.00","3","In bulk","[""kg""]","0.51¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","0.64¢/kg","",""
"0804.30.40","3","In crates or other packages","","1.1¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","2.11¢/kg","",""
"0804.30.40.10","4","Certified organic","[""kg""]","","","","",""
"0804.30.40.90","4","Other","[""kg""]","","","","",""
"0804.30.60.00","2","Reduced in size","[""kg""]","0.44¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","4.4¢/kg","",""
"0804.40.00","1","Avocados","","11.2¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33.1¢/kg","",""
"","2","Hass avocados and avocados determined by the Secretary of Agriculture to be Hass-like:","","","","","",""
"0804.40.00.20","3","Certified organic","[""kg""]","","","","",""
"0804.40.00.40","3","Other","[""kg""]","","","","",""
"0804.40.00.90","2","Other","[""kg""]","","","","",""
"0804.50","1","Guavas, mangoes and mangosteens:","","","","","",""
"","2","Fresh:","","","","","",""
"0804.50.40","3","If entered during the period from September 1, in any year, to the following May 31, inclusive","","6.6¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33.1¢/kg","",""
"","4","Mangoes:","","","","","",""
"0804.50.40.45","5","Certified organic","[""kg""]","","","","",""
"0804.50.40.55","5","Other","[""kg""]","","","","",""
"0804.50.40.65","4","Mangosteens","[""kg""]","","","","",""
"0804.50.40.75","4","Other","[""kg""]","","","","",""
"0804.50.60","3","If entered at any other time","","6.6¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33.1¢/kg","",""
"","4","Mangoes:","","","","","",""
"0804.50.60.45","5","Certified organic","[""kg""]","","","","",""
"0804.50.60.55","5","Other","[""kg""]","","","","",""
"0804.50.60.65","4","Mangosteens","[""kg""]","","","","",""
"0804.50.60.75","4","Other","[""kg""]","","","","",""
"0804.50.80","2","Dried","","1.5¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33.1¢/kg","",""
"0804.50.80.10","3","Mangoes","[""kg""]","","","","",""
"0804.50.80.90","3","Other","[""kg""]","","","","",""
"0805","0","Citrus fruit, fresh or dried:","","","","","",""
"0805.10.00","1","Oranges","","1.9¢/kg","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","2.2¢/kg","",""
"0805.10.00.20","2","Temple oranges","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"0805.10.00.50","3","Certified organic","[""kg""]","","","","",""
"0805.10.00.60","3","Other","[""kg""]","","","","",""
"","1","Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids:","","","","","",""
"0805.21.00","2","Mandarins (including tangerines and satsumas)","","1.9¢/kg","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","2.2¢/kg","",""
"0805.21.00.10","3","Tangerines","[""kg""]","","","","",""
"0805.21.00.90","3","Other","[""kg""]","","","","",""
"0805.22.00.00","2","Clementines","[""kg""]","1.9¢/kg","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","2.2¢/kg","",""
"0805.29.00.00","2","Other","[""kg""]","1.9¢/kg","Free (AU,BH, CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","2.2¢/kg","",""
